recipename,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob
low carb fauxtato salad,0.423076923,0.25,0.74,0.170833333,0.149142857,0.032333333,0.156,0.194,0.158730159,0.087,1.116666667,0.066,0.055555556,0,0.15,0.5,0.075,0.27,315,-3.79179506,4.084027166,0.712562191
low fat cheesy spinach and eggplant lasagna,0.116923077,0.15,0.103333333,0.275,0.119428571,0.077333333,0.144,0.274,0.126984127,0.842,0.116666667,0.227,0.111111111,0,0.2,0,0.1525,0.1625,206,-1.654786793,4.083974853,0.583642832
lower fat amish macaroni salad,0.078461538,0.05,0.236666667,0.233333333,0.039428571,0.128,0.072,0.134,0.444444444,0.0876,0.05,0.026,0.055555556,0,0.2,0,0.06,0.2125,228,-2.260355021,4.212731816,0.995664741
lowfat baked chicken,0.023076923,0,0.243333333,0.130416667,0.089142857,0.104,0.016,0.764,0.444444444,0.2552,0.266666667,0.314,0.277777778,0,1.1,0.5,0.085,0.18,280,3.007209891,4.016116588,0.996751711
luckys gazpacho,0.006153846,0,0,0.3375,0.142,0.037,0.076,0.04,0.222222222,0.2766,0.983333333,0.036,0.055555556,0,0.1,0,0.0675,0.105,49,-1.504371175,4.448729984,0.999999987
luckys lucky corned beef and cabbage,0.221538462,0.25,0.243333333,0.3675,0.294571429,0.122666667,0.288,0.374,0.19047619,0.0296,1.416666667,0.084,0.166666667,0,0.35,0.5,0.1575,0.2325,360,-3.235291315,4.37739685,0.582660966
lunch box hot hot dogs,0.375384615,0.55,0.16,0.45125,0.05,0.085333333,0.044,0.3,0.19047619,0.0452,0.016666667,0.191,0.166666667,0,0.3,0,0.0625,0.1375,384,-7.195404143,4.163164652,0.825056978
ma lipos apricot glazed turkey with roasted onion and shallot gravy,0.443076923,0.5,0.703333333,0.125416667,0.208285714,0.036333333,0.012,1.364,0.222222222,0.0742,0.033333333,0.073,0.277777778,0,1.25,0.5,0.16,0.0525,591,1.233877504,4.187873872,0.999968893
macadamia crusted sea bass with mango cream sauce,0.478461538,0.5,0.29,0.0925,0.128,0.045333333,0.096,0.484,0.158730159,0.1926,0.15,0.066,0.055555556,0,0.35,0.5,0.195,0.055,423,-3.515954921,4.464421658,0.841720517
macaroni and cheese with bacon and onions,0.041538462,0.05,0.023333333,0.054166667,0.010571429,0.008,0.02,0.042,0.031746032,0.0004,0.033333333,0.006,0,0,0,0,0.005,0.0125,41,-0.025600085,4.085910357,0.999921465
macaroni salad with a twist,0.449230769,0.3,0.146666667,0.59,0.110857143,0.213666667,0.116,0.354,0.634920635,0.151,0.233333333,0.032,0.111111111,0,0.4,0,0.1075,0.3075,582,-7.23975938,4.234215213,0.779587701
macks tunaburgers,0.064615385,0.05,0.063333333,0.688333333,0.090285714,0.085,0.052,0.474,0.222222222,0.0074,0.016666667,0.068,0.166666667,0,0.75,0,0.1325,0.0875,241,-2.157302079,4.248030309,0.936781616
magic chicken,0.1,0,0.226666667,0.57375,0.127428571,0.104,0.184,0.632,0.063492063,0.0052,0.366666667,0.026,0.111111111,0,1,0.5,0.105,0.03,339,-0.243293109,4.074675986,0.968936312
mahi mahi with onions and mushrooms,0.124615385,0.05,0.413333333,0.064583333,0.254,0.026666667,0.048,0.66,0.095238095,0.0618,0.116666667,0.046,0.111111111,0,0.85,0.5,0.1525,0.0575,251,2.779849983,4.532675836,0.923174297
main line chicken chili,0.083076923,0.05,0.12,0.31125,0.148285714,0.086666667,0.236,0.334,0.19047619,0.1882,0.383333333,0.06,0.166666667,0,0.4,0,0.0875,0.035,212,-0.578770649,4.029802488,0.687546157
maine lobster lasagna,0.561538462,0.85,0.533333333,0.573333333,0.145714286,0.068,0.048,0.736,0.126984127,0.5494,0.133333333,0.458,0.111111111,0,0.4,0,0.1575,0.1725,553,-8.658599372,4.246333739,0.818883444
mainely fish,0.221538462,0.1,0.16,0.115416667,0.146285714,0.023666667,0.068,0.346,0.095238095,0.2976,1.366666667,0.049,0.111111111,0,0.35,0,0.1225,0.11,226,0.153115679,4.104063696,0.82651398
makhani chicken indian butter chicken,0.436923077,0.7,0.496666667,0.2775,0.271428571,0.063333333,0.148,0.716,0.317460317,0.4882,0.383333333,0.159,0.166666667,0,1.15,0.5,0.2,0.07,492,-5.212823149,4.634147167,0.642349966
malaysian red curry thighs,0.429230769,0.65,0.236666667,0.144166667,0.104571429,0.020666667,0.076,0.418,0.031746032,0.0652,0.066666667,0.048,0.222222222,0,0.45,0,0.1325,0.0625,354,-4.984215576,4.416569875,0.709428286
malooba,0.427692308,0.35,0.273333333,0.054583333,0.320857143,0.299666667,0.308,0.78,0.19047619,0.1048,1.416666667,0.114,0.333333333,0.666666667,0.85,0.5,0.24,0.6,767,-1.999163691,4.143219367,0.993794209
mamas asian chicken and rice,0.129230769,0.1,0.23,0.176666667,0.089714286,0.126666667,0.024,0.566,0.349206349,0.0296,0.083333333,0.04,0.166666667,0,0.9,0.5,0.095,0.195,347,0.166508019,4.455754412,0.622920556
mamas best broiled tomato sandwich,0.535384615,0.3,0.046666667,0.252083333,0.219142857,0.144,0.192,0.192,0.444444444,0.3682,0.933333333,0.186,0.222222222,0,0.3,0,0.125,0.225,509,-5.458116383,4.413373791,0.702689514
mamas hearty minestrone,0.183076923,0.2,0.126666667,0.306666667,0.220571429,0.065,0.168,0.294,0.253968254,1.1792,0.683333333,0.111,0.166666667,0,0.35,0,0.115,0.14,237,-2.359687729,4.469134532,0.809790277
mamas oh so savory lamb and eggplant casserole,0.356923077,0.35,0.256666667,0.612916667,0.374,0.075333333,0.336,0.48,0.380952381,0.3568,0.483333333,0.094,0.222222222,0,0.6,0.5,0.19,0.225,385,-5.079787451,4.091090589,0.989244882
man loaf variation of the meatloaf,0.684615385,1.1,0.69,0.684583333,0.143714286,0.056666667,0.024,0.918,0.285714286,0.1582,0.016666667,0.551,0.166666667,0,0.8,0,0.13,0.075,660,-11.00255908,4.377694051,0.999994233
mandarin orange chicken,0.289230769,0.3,0.28,0.21625,0.152,0.092333333,0.068,0.616,0.476190476,0.1832,0.633333333,0.038,0.111111111,0,1,0.5,0.1825,0.1025,403,-1.796507416,4.507760691,0.92583913
mandis cheesy potato soup,0.330769231,0.55,0.15,0.53125,0.257142857,0.17,0.164,0.374,0.253968254,0.519,0.25,0.529,0.055555556,0,0.25,0.5,0.175,0.085,466,-7.671645053,4.564324209,0.717466316
mango licious tilapia,0.246153846,0.1,0.136666667,0.234166667,0.289714286,0.070666667,0.248,0.506,0.380952381,0.2688,0.783333333,0.07,0.055555556,0,0.35,0.5,0.17,0.185,319,-0.041736011,4.562007867,0.646411023
mango salsa chicken,0.28,0.15,0.386666667,0.128333333,0.180857143,0.108333333,0.128,0.68,0.380952381,0.332,0.816666667,0.108,0.166666667,0,1.1,0.5,0.155,0.1575,431,0.327712173,4.006810144,0.896806201
manhattan filet with pan sauce bordelaise,0.721538462,0.95,0.66,0.123333333,0.229428571,0.019666667,0.004,1.158,0.063492063,0.083,0.033333333,0.052,0.222222222,0,1,0.5,0.14,0.06,732,-4.488438207,3.967475666,0.999998981
manicotti alla romana,0.466153846,0.65,0.446666667,0.413333333,0.248,0.195666667,0.24,0.552,0.412698413,1.1792,0.15,0.25,0.277777778,0,0.7,0.5,0.25,0.4775,612,-7.799599563,4.664507784,0.928889369
manti turkish ravioli with yogurt sauce,0.263076923,0.5,0.2,0.4575,0.055142857,0.089,0.1,0.188,0.095238095,0.2274,0.05,0.12,0.111111111,0,0.1,0,0.045,0.035,293,-7.037633679,3.886190827,0.758687916
maple apple chicken burgers,0.483076923,0.2,0.27,0.251666667,0.093142857,0.127666667,0.096,0.446,0.380952381,0.0196,0.066666667,0.096,0.166666667,0,0.65,0,0.0825,0.1375,524,-3.088820515,4.311504877,0.970366317
maple baked pork loin roast,0.196923077,0.2,0.423333333,0.141666667,0.214571429,0.093666667,0.008,0.82,0.73015873,0.0438,0.083333333,0.033,0.111111111,0.666666667,0.8,0.5,0.1425,0.04,397,0.609601656,4.378504539,0.914618999
maple cajun mahi mahi,0.12,0.05,0.273333333,0.337916667,0.158857143,0.052,0.016,0.422,0.380952381,0.0362,0,0.031,0.111111111,0,0.5,0,0.09,0.0125,219,-0.662939723,4.210836545,0.467709785
maple curry chicken,0.444615385,0.7,0.453333333,0.12875,0.133428571,0.069666667,0.028,0.588,0.476190476,0.1648,0.65,0.068,0.055555556,0,0.95,0.5,0.11,0.045,461,-5.418534157,4.054306027,0.527667235
maple garlic marinated pork tenderloin,0.075384615,0.05,0.246666667,0.07875,0.159714286,0.122666667,0,0.47,0.984126984,0.0004,0,0.045,0.111111111,0.666666667,0.6,0.5,0.095,0,288,0.276818081,4.633962817,0.999953052
maple glazed turkey roast,0.090769231,0.1,0.4,0.7225,0.253428571,0.109666667,0.012,0.802,0.507936508,0.0438,0,0.025,0.277777778,0,0.9,0.5,0.1275,0.0425,351,-1.768458011,4.257429447,0.906013227
maple mustard glazed pork chops,0.136923077,0.15,0.326666667,0.189583333,0.171428571,0.081,0.028,0.766,0.666666667,0.061,0.016666667,0.047,0.111111111,0.666666667,0.9,0.5,0.1125,0.005,335,0.924833987,4.406361703,0.581195381
maple salmon,0.190769231,0.1,0.223333333,0.26375,0.135142857,0.047,0.004,0.464,0.380952381,0.0114,0.083333333,0.03,0.055555556,0,0.65,0.5,0.095,0.0775,265,-0.533162599,4.63793045,0.710156643
maple soy glazed salmon,0.341538462,0.3,0.343333333,0.308333333,0.182285714,0.037666667,0.032,0.664,0.253968254,0.0486,0.3,0.044,0.055555556,0.666666667,0.9,0.5,0.1275,0.135,380,-1.712056201,4.335627745,0.785001585
mapled ham,0.241538462,0.3,0.313333333,0.955416667,0.200571429,0.093333333,0.016,0.688,0.73015873,0.0126,0.016666667,0.043,0.166666667,0.666666667,0.75,0,0.1025,0.015,396,-6.020715355,4.32701575,0.991667536
maras pork chops,0.201538462,0.2,0.323333333,0.242083333,0.175142857,0.161666667,0.068,0.412,0.952380952,0.1262,0.366666667,0.101,0.166666667,0.666666667,0.5,0,0.1075,0.1575,392,-3.099858923,4.155876399,0.696757142
margarets keftedes greek meatballs,0.484615385,0.45,0.863333333,0.372083333,0.121714286,0.095333333,0.068,0.594,0.095238095,0.0624,0.033333333,0.105,0.277777778,0,0.55,0,0.1,0.2475,522,-5.270936812,4.535332263,0.627666868
margarita beef skewers,0.292307692,0.2,0.23,0.167916667,0.220285714,0.076666667,0.08,0.542,0.603174603,0.2568,0.933333333,0.022,0.222222222,0,0.6,0.5,0.105,0.1125,372,-1.000836451,4.283299982,0.867041129
margarita chicken i,0.026153846,0,0.226666667,0.037083333,0.110285714,0.114,0.016,0.556,0.952380952,0.0074,0.166666667,0.022,0.055555556,0,0.95,0.5,0.0975,0.025,634,1.805478588,3.904308022,0.999999894
margarita grilled shrimp,0.170769231,0.1,0.576666667,0.14375,0.054285714,0.004333333,0.008,0.374,0,0.079,0.083333333,0.04,0.166666667,0,0.35,0,0.08,0.015,188,-0.024474353,4.54803648,0.999932108
margarita salmon,0.28,0.15,0.233333333,0.02875,0.130571429,0.037,0.02,0.494,0.285714286,0.0134,0.183333333,0.024,0.055555556,0,0.7,0.5,0.0875,0.1,308,0.523827641,4.275089091,0.93257591
margies sour cream pork chops,0.409230769,0.6,0.233333333,0.025416667,0.100857143,0.096666667,0.032,0.4,0.253968254,0.0974,0.016666667,0.105,0.111111111,0.666666667,0.4,0,0.0625,0.135,437,-4.785838445,4.144569873,0.617333785
margos chicken adobo,0.281538462,0.2,0.32,0.479166667,0.099142857,0.024666667,0.052,0.596,0.063492063,0.0298,0.05,0.04,0.166666667,0,0.35,0,0.1025,0.045,323,-1.801797524,4.112188522,0.542799808
marias pepper steak,0.295384615,0.3,0.18,0.525,0.150285714,0.11,0.084,0.452,0.857142857,0.0608,1.133333333,0.027,0.166666667,0,0.45,0.5,0.095,0.0575,388,-5.015552137,4.586101402,0.738823344
maries easy slow cooker pot roast,0.470769231,0.6,0.49,0.113333333,0.335142857,0.060666667,0.112,0.914,0.063492063,0.7692,0.3,0.047,0.333333333,0,0.75,0.5,0.1725,0.0875,540,-2.099587596,4.388582179,0.995492433
marinated baked pork chops,0.135384615,0.1,0.12,0.106666667,0.074857143,0.021666667,0,0.292,0.19047619,0.0104,0.033333333,0.02,0.055555556,0,0.3,0,0.0325,0.01,166,0.051691781,4.26141749,0.965509559
marinated black eyed pea salad,0.073846154,0.05,0,0.225,0.08,0.065,0.18,0.126,0.031746032,0.0724,0.533333333,0.031,0.055555556,0,0.1,0,0.095,0.1775,143,-0.916186279,4.427524076,0.999664858
marinated breaded lamb chops with rosemary and garlic,0.24,0.3,0.393333333,0.518333333,0.181142857,0.077333333,0.036,0.388,0.19047619,0.0242,0.1,0.107,0.277777778,0,0.5,0,0.085,0.1075,316,-4.699321163,4.219334048,0.913809102
marinated chicken bruschetta,0.176923077,0.1,0.27,0.234583333,0.100285714,0.017666667,0.024,0.598,0.095238095,0.077,0.1,0.021,0.055555556,0,0.95,0.5,0.0825,0.03,247,0.973967907,4.180541197,0.947038381
marinated chicken pita sandwich,0.466153846,0.25,0.133333333,0.34125,0.118,0.093666667,0.068,0.398,0.222222222,0.0314,0.316666667,0.163,0.111111111,0,0.55,0,0.095,0.135,460,-3.732416365,4.450763774,0.936771686
marinated cucumber onion and tomato salad,0.146153846,0.1,0,0.326666667,0.112571429,0.06,0.1,0.036,0.380952381,0.139,0.25,0.037,0.055555556,0,0.05,0,0.065,0.08,156,-3.105102653,4.508996494,0.999991262
marinated flank steak,0.346153846,0.2,0.09,0.389583333,0.07,0.011333333,0.008,0.296,0.031746032,0.001,0.05,0.018,0.111111111,0,0.3,0,0.0475,0.0175,275,-2.969883047,4.329120347,0.997636751
marinated flat iron steak,0.304615385,0.3,0.256666667,0.035416667,0.008571429,0.035333333,0.008,0.47,0.317460317,0.002,0.033333333,0.008,0,0,0,0,0.0025,0.0025,312,-1.075864093,4.068352897,0.992706746
marinated green beans with olives tomatoes and feta,0.215384615,0.25,0.066666667,0.24875,0.083428571,0.035333333,0.144,0.11,0.095238095,0.2052,0.333333333,0.166,0.055555556,0,0.1,0,0.08,0.1125,183,-3.251162443,4.096863846,0.52588976
marinated grilled pork tenderloin,0.127692308,0.15,0.316666667,0.467083333,0.155428571,0.093666667,0.016,0.63,0.793650794,0.0336,0.066666667,0.024,0.111111111,0.666666667,0.6,0.5,0.115,0.03,313,-1.788860501,4.311244632,0.446878859
marinated grilled shrimp,0.226153846,0.1,0.766666667,0.196666667,0.094,0.009333333,0.008,0.62,0,0.0772,0.066666667,0.085,0.222222222,0,0.55,0,0.1475,0.015,273,0.702116364,4.32579518,0.997998047
marinated pork tenderloin,0.164615385,0.1,0.243333333,0.42,0.139142857,0.056333333,0.02,0.54,0.444444444,0.0006,0,0.028,0.111111111,0.666666667,0.65,0.5,0.095,0.0075,278,-1.063615295,4.522309287,0.843303855
marinated spicy pork chops,0.084615385,0.1,0.216666667,0.592916667,0.115428571,0.015666667,0.012,0.53,0.063492063,0.0004,0.066666667,0.012,0.055555556,0.666666667,0.65,0.5,0.09,0.0125,180,-1.217985752,4.381477604,0.992870828
marinated tofu,0.186153846,0.1,0,0.526666667,0.118857143,0.144666667,0.044,0.244,0.952380952,0.0784,0.016666667,0.543,0.444444444,0,0.2,0,0.1475,0.0625,323,-4.442632225,4.439999768,0.999999879
marinated tuna steak,0.121538462,0.05,0.17,0.39375,0.166857143,0.012333333,0.012,0.548,0.063492063,0.0506,0.216666667,0.029,0.055555556,0,0.8,0.5,0.165,0.03,200,0.489935872,4.622978306,0.992953718
marinated turkey breast,0.092307692,0.05,0.546666667,0.16875,0.170571429,0.007333333,0.008,1.196,0.031746032,0.0026,0.016666667,0.031,0.166666667,0,1.3,0.5,0.15,0.0325,317,5.558166445,4.584334623,0.93583254
marinated venison,0.215384615,0.15,0.32,0.379583333,0.157714286,0.079666667,0.032,0.578,0.063492063,0.0028,0.05,0.032,0.333333333,0,0.5,0,0.095,0.13,356,-1.177947264,4.427524076,0.707906348
marinated wild salmon,0.403076923,0.2,0.226666667,0.030833333,0.143714286,0.041,0.02,0.47,0.285714286,0.1,0.233333333,0.034,0.055555556,0,0.65,0.5,0.095,0.095,379,-0.516055667,4.311244632,0.834132665
marks cabbage and hamburger delight,0.353846154,0.6,0.34,0.199583333,0.14,0.069,0.164,0.346,0.158730159,0.3994,0.683333333,0.085,0.166666667,0,0.4,0,0.1,0.2175,352,-5.597281205,4.011516765,0.954068266
marks english sausage rolls,0.367692308,0.35,0.123333333,0.237083333,0.035428571,0.065,0.024,0.172,0,0.0042,0.016666667,0.015,0.055555556,0,0.2,0,0.0275,0.085,329,-4.622633896,4.340376746,0.996359321
marys pecan crusted chicken,0.509230769,0.25,0.553333333,0.104166667,0.120571429,0.066666667,0.184,0.688,0.063492063,0.0432,0.016666667,0.101,0.166666667,0,1,0.5,0.1725,0.13,507,-0.636910383,4.133234028,0.741159616
masala spiced roast chicken,0.276923077,0.25,0.323333333,0.04375,0.099714286,0.018333333,0.076,0.624,0,0.027,0.133333333,0.056,0.111111111,0,0.5,0.5,0.0975,0.0275,309,0.75677774,4.254248047,0.998381987
mascarpone pasta with chicken bacon and spinach,0.433846154,0.55,0.46,0.186666667,0.182285714,0.156333333,0.128,0.994,0.126984127,0.642,0.25,0.211,0.222222222,0,1.1,0.5,0.2225,0.4425,637,-2.342346793,4.27195805,0.527396999
matts chicken adobo,0.472307692,0.4,0.626666667,0.369166667,0.125142857,0.007333333,0.012,1.102,0,0.0566,0.016666667,0.035,0.166666667,0,0.55,0,0.13,0.0375,520,-0.596366075,4.129198834,0.927496399
maui wowie shrimp,0.467692308,0.25,0.813333333,0.22,0.063714286,0.004333333,0.004,0.502,0,0.08,0.05,0.05,0.222222222,0,0.45,0,0.1025,0.0175,381,-2.298423733,4.08739169,0.987377218
mayo free tuna sandwich filling,0.053846154,0.05,0.096666667,0.1325,0.066571429,0.011333333,0.048,0.358,0,0.0198,0.216666667,0.023,0.055555556,0,0.35,0,0.0925,0.0375,119,1.346201776,4.411857735,0.89668665
mean mr mustard steak,0.581538462,0.85,0.456666667,1.516666667,0.183142857,0.043666667,0.04,0.766,0.063492063,0.0356,0.066666667,0.087,0.222222222,0,0.35,0.5,0.115,0.0475,558,-13.97756043,4.216104051,0.99999999
mean woman pasta,0.315384615,0.15,0,0.716666667,0.158571429,0.309333333,0.252,0.348,0.222222222,0.3134,0.316666667,0.087,0.277777778,0,0.4,0,0.1775,0.6175,611,-6.485677525,4.291987426,0.999742628
meat filled manicotti,0.512307692,0.75,0.346666667,0.520416667,0.240857143,0.168333333,0.208,0.802,0.476190476,0.215,0.05,0.346,0.222222222,0,0.95,0.5,0.1925,0.275,668,-7.649939033,4.320079389,0.976217182
meat loaf pie,0.303076923,0.35,0.223333333,0.20625,0.100571429,0.090333333,0.092,0.306,0.095238095,0.0318,0.083333333,0.09,0.111111111,0,0.3,0,0.0675,0.1125,345,-3.704971284,4.186188059,0.718825553
meat pie,0.364615385,0.35,0.12,0.240416667,0.083142857,0.093666667,0.104,0.27,0.031746032,0.0016,0.1,0.021,0.111111111,0,0.35,0,0.0575,0.1175,381,-4.195309175,4.044197987,0.659671604
meat pie tourtiere,0.492307692,0.45,0.283333333,0.235416667,0.133428571,0.101666667,0.068,0.358,0.095238095,0.0156,0.083333333,0.035,0.111111111,0.666666667,0.45,0.5,0.0875,0.1175,485,-5.281869828,4.486002491,0.908149993
meatball nirvana,0.258461538,0.35,0.316666667,0.391666667,0.146571429,0.051,0.06,0.62,0.095238095,0.0782,0.066666667,0.142,0.388888889,0,0.35,0,0.1075,0.09,343,-2.552043516,4.594024668,0.708972059
meatball sub casserole,0.572307692,0.6,0.466666667,0.5775,0.268571429,0.193333333,0.304,0.782,0.476190476,0.2034,0.066666667,0.342,0.277777778,0,0.65,0,0.18,0.1,733,-7.296523225,4.292992462,0.999794692
meatless loaf,0.070769231,0.05,0.153333333,0.206666667,0.035428571,0.034,0.08,0.208,0.063492063,0.0122,0,0.024,0.055555556,0,0.05,0,0.0125,0.0325,125,-0.366320769,4.165157073,0.634966746
meatloaf,0.358461538,0.45,0.39,0.210833333,0.132857143,0.052333333,0.06,0.432,0.19047619,0.0772,0.35,0.031,0.166666667,0,0.5,0,0.1025,0.06,362,-3.974237636,4.297116245,0.767319303
meatloaf cordon bleu,0.321538462,0.45,0.493333333,0.365833333,0.092571429,0.038,0.028,0.672,0.031746032,0.0374,0.1,0.145,0.222222222,0,0.55,0,0.065,0.045,376,-3.227630645,4.29598245,0.583441713
meatloaf cupcakes,0.315384615,0.45,0.333333333,0.467083333,0.219714286,0.179,0.124,0.454,0.634920635,0.1114,0.4,0.23,0.166666667,0,0.5,0.5,0.13,0.115,489,-6.561468932,4.49727377,0.493536458
meatloaf on the grill,0.212307692,0.25,0.416666667,0.0425,0.107714286,0.009,0.02,0.48,0.031746032,0.0166,0.016666667,0.036,0.111111111,0,0.5,0,0.0625,0.045,232,-0.028749041,4.244929467,0.999393256
meatloaf stuffing,0.192307692,0.2,0.513333333,0.55375,0.175142857,0.149666667,0.116,0.566,0.317460317,0.061,0.083333333,0.135,0.222222222,0,0.45,0,0.1225,0.225,409,-3.584891347,4.338219203,0.82728774
meatloaf that doesnt crumble,0.424615385,0.5,0.226666667,0.329166667,0.100285714,0.075666667,0.044,0.356,0.158730159,0.0502,0.233333333,0.074,0.111111111,0,0.35,0,0.06,0.0925,413,-5.828028876,4.243627393,0.846835192
meatloaf with a bite,0.384615385,0.5,0.343333333,0.2775,0.115142857,0.042,0.056,0.37,0.063492063,0.0568,0.016666667,0.117,0.111111111,0,0.4,0,0.07,0.0725,349,-5.033044617,4.470124633,0.668477243
meatloaf with a twist,0.530769231,0.65,0.563333333,0.445416667,0.235714286,0.127,0.144,0.782,0.095238095,0.0852,0.4,0.442,0.277777778,0,0.65,0.5,0.15,0.1125,622,-6.207150843,4.519311613,0.69513799
meatloaf with fried onions and ranch seasoning,0.718461538,0.85,0.53,0.422083333,0.112,0.116333333,0.032,0.478,0.126984127,0.035,0.033333333,0.044,0.166666667,0,0.6,0,0.08,0.1475,668,-10.35915263,4.384870944,0.842581955
meatloaf with italian sausage,0.770769231,0.95,0.566666667,0.265416667,0.146,0.050666667,0.032,0.6,0.063492063,0.025,0.216666667,0.057,0.166666667,0.666666667,0.6,0.5,0.085,0.065,640,-9.083166667,4.437702965,0.994220497
meatloaf with sour cream sauce,0.346153846,0.45,0.393333333,0.381666667,0.1,0.077333333,0.052,0.51,0.095238095,0.023,0.016666667,0.07,0.222222222,0,0.55,0,0.0775,0.1075,407,-4.66283074,4.397885886,0.769759154
meatloafa little southwest style,0.18,0.2,0.326666667,0.32,0.090571429,0.039333333,0.036,0.344,0.158730159,0.0394,0.033333333,0.037,0.111111111,0,0.35,0,0.0575,0.055,224,-2.261484072,4.165460814,0.569382734
meaty buns casserole,0.570769231,0.8,0.36,0.717083333,0.105428571,0.110333333,0.112,0.68,0.126984127,0.165,0.166666667,0.355,0.222222222,0.666666667,0.55,0,0.09,0.1325,613,-9.5836852,3.9392449,0.555457544
mediterranean chicken,0.095384615,0.05,0.226666667,0.111666667,0.164285714,0.024,0.064,0.572,0.095238095,0.2056,0.3,0.039,0.111111111,0,0.95,0.5,0.1225,0.0625,222,2.326010305,4.36994955,0.956552148
