recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BNI,Protein_BNI,VitA_BNI,VitC_BNI,Calcium_BNI,Iron_BNI,Thiamin_BNI,Niacin_BNI,VitB6_BNI,Magnesium_BNI,Folate_BNI,Potassium_BNI,Dietary Fiber_BNI,Total Fat_BNI,Saturated Fat_BNI,Cholesterol_BNI,Sodium_BNI,Sugars_BNI,BNI
chinese style ground pork and tofu,9,21.30000002,6,48.9999999,201,464.0000015,7.1000001,2.6,49.6,1.000000008,782.4,7.99999998,642.2,4.500000009,0,8,0,60,94,313,-0.687624697,4.047732983,0.723763667,52.1725247,364.4728435,5749.265176,58.78594235,4719.041534,33.06709272,0,58.78594249,0,440.8945687,690.7348243,3409.584676,19.10543131,156.517572,44.08945687,360.063897,1476.996805,7.34824287,0.869542078,10,3.593290735,4.898828529,5,5,0,5,0,5,4.317092652,4.870835251,3.821086262,0,0,0,1.922923323,3.833612243,58.12721107
chinese sweet and sour chicken,4,1.40000003,0,66,1878,367.0000005,29.7,0.3,56.6,25.99999999,38.4,1.99999998,27.3,2.999999997,0,19,1.25,46,18,248,-2.428534524,4.426539475,0.999983039,275.4435484,524.9193548,356.1290323,18.54838691,253.1854839,27.82258062,0,176.2096774,11.59274194,426.6129032,166.9354839,3403.629037,2.782258065,12.98387125,0,612.0967742,17416.93548,241.1290321,4.590725806,10,0.222580645,1.545698909,0.973790323,5,0,5,5,5,1.043346774,4.862327196,0.556451613,4.001240673,5,0,0,0,52.79616194
chip chicken lollipops,4,7.29999998,2,45.9999999,109.9999992,338.0000015,7.5999999,0.7,23,0,59.2,3,19.5,1.500000012,0,7,0,21,30,143,0.235270755,4.460089529,0.948246554,122.2377606,369.9300699,952.1678322,48.25174825,313.6363636,24.12587432,0,112.5874126,0,337.7622378,482.5174825,5436.36366,11.25874126,117.4125871,32.16783217,739.8601383,1769.230756,0,2.03729601,10,0.595104895,4.020979021,1.206293706,4.467754503,0,5,0,4.222027972,3.015734266,5,2.251748252,0,0,0,1.314102591,5,48.13104122
chipotle and roasted corn salsa,4,0.90000001,0,0,4.0000008,97.000001,5.1,0.8,1.6,1.000000008,624,12,5.2,0,0,1,0,6,26,28,0.62065236,4.079074677,1,418.9285714,131.4285714,51257.14286,985.7142857,427.1428571,0,0,82.14285714,0,492.8571429,2135.714286,7967.857225,65.71428571,73.92857225,0,0,328.5714943,82.1428578,10,10,5,5,1.642857143,0,0,5,0,5,5,5,5,0,5,5,4.315476054,0,65.9583332
chipotle chicken salad,3,35.60000002,7,63.9999999,472.0000008,132.000001,2.7,0.4,37.6,1.000000008,513.6,1.00000002,52,1.500000012,0,8,0,15,16,404,-3.388244196,4.133365635,0.999791174,15.37128713,214.0594059,2923.960396,5.693069421,296.039604,8.539604029,0,45.54455446,0,85.3960396,91.08910891,751.4851542,2.277227723,202.6732674,39.85148515,364.3564351,2687.128717,5.693069352,0.256188119,10,1.827475248,0.474422452,1.138613861,1.581408153,0,5,0,1.067450495,0.569306931,1.07355022,0.455445545,0,0,0,0,4.096338198,27.54019922
chipotle cream chicken,4,13.99999998,7,87,456,423.0000005,11.0000001,1.2,58.2,1.999999985,900.8,19.00000002,74.1,1.500000012,0,19,1.25,42,60,291,-1.233237688,4.193649328,0.520447394,86.94158155,460,7119.725086,150.1718215,585.6701031,11.8556702,0,150.1718213,9.879725086,331.9587629,474.2268041,3343.298973,9.484536082,110.6529208,55.32646048,687.628866,3604.123711,15.80756001,1.449026359,10,4.449828179,5,2.25257732,2.195494481,0,5,5,4.149484536,2.963917526,4.77614139,1.896907216,0,0,0,0,2.49086349,51.6242405
chipotle crusted pork tenderloin,9,6.10000001,2,62.0000001,667.0000008,391.000001,11.7,1.4,40.8,9.000000009,1891.2,3,31.2,2.999999997,1.133333334,8,1.25,31,18,183,-0.387289099,4.272120736,0.557933512,147.0491803,512.7868852,23769.18033,37.70491803,392.1311475,37.704918,14.24408015,100.5464481,15.71038251,389.6174863,226.2295082,4914.207663,17.59562842,76.66666679,25.13661202,779.2349739,8383.060119,113.1147542,2.450819672,10,5,3.142076503,1.508196721,5,5,5,5,4.870218579,1.413934426,5,3.519125683,0,0,0,0,0,56.90437158
chipotle marinated grilled chicken,6,18.39999999,3,38.0000001,573,203,14.7,0.5,23,12,280,4.00000002,32.5,1.500000012,0,5,0,13,10,268,-2.4462408,4.138743773,0.803009477,126.1567164,197.3880597,2402.985075,34.32835838,278.9179104,12.87313443,0,42.91044776,0,111.5671642,85.82089552,1742.164179,4.291044776,157.9104477,25.74626866,326.1194038,4917.537313,102.9850746,2.10261194,10,1.501865672,2.860696532,1.072761194,2.383913784,0,5,0,1.394589552,0.536380597,2.48880597,0.858208955,0,0,0,0,0,30.1998342
chipotle tilapia tacos with mango cilantro salsa,4,32.19999998,4,51.9999999,2500.999999,1414.999999,94.7000001,9.9,70.6,9.000000009,4910.4,73.99999998,230.1,7.500000006,0,10,1.25,140,154,756,-7.410765944,4.333049346,0.999945718,288.1084659,214.7883598,14939.04762,225.1322751,700.0396825,22.81746034,0,30.42328042,3.802910053,425.9259259,468.5185185,4304.894177,30.11904762,97.96296289,12.16931217,158.2010579,7608.862431,27.38095241,4.801807765,10,5,5,2.692460317,4.225455618,0,5,5,5,2.928240741,5,5,0,1.957671958,2.363315702,0,0.653817078,62.25945348
choctaw catfish,4,26.99999998,6,75.9999999,1744.000001,553,41.1999999,2.1,45,5.999999985,208,1.99999998,257.4,4.500000009,0,8,0,52,214,502,-6.499464213,3.874784097,0.893868733,188.7649398,206.1752988,952.9880478,9.163346522,1179.322709,20.61752992,0,36.65338645,0,238.247012,980.4780876,2533.665339,9.621513944,123.7051792,27.49003984,348.2071709,7990.438251,27.49003977,3.14608233,10,0.59561753,0.76361221,4.535856574,3.818061097,0,5,0,2.978087649,5,3.619521912,1.924302789,0,0,0,0,0.636501624,42.01764371
chop suey,4,17.49999999,5,39,802.9999992,331.0000015,12,2.5,32.8,4.000000001,52.8,21,52,1.500000012,0,6,0,18,28,270,-2.835351241,4.198382598,0.61343047,102.2222222,279.4074074,449.7777778,178.8888889,442.962963,12.77777788,0,51.11111111,0,153.3333333,238.5185185,2819.629642,21.2962963,149.0740739,42.59259259,332.2222222,6840.370364,34.07407408,1.703703704,10,0.281111111,5,1.703703704,2.366255163,0,5,0,1.916666667,1.490740741,4.028042346,4.259259259,0,0,0,0,0,37.74948269
chorizo stuffed poblano peppers,4,36.50000003,14,81.9999999,1237.999999,486.0000005,12.2000001,1.7,47.4,1.000000008,355.2,36,94.9,2.999999997,1.133333334,9,1.25,30,58,477,-8.015206639,4.422481927,0.659932755,58.82599629,228.5534591,1712.704403,173.5849057,457.5890985,14.46540879,5.464709996,43.39622642,6.027253669,144.6540881,279.6645702,2343.396229,8.19706499,175.9958073,67.50524109,395.3878402,5969.39203,4.821802974,0.980433271,10,1.070440252,5,1.759958071,2.678779406,5,5,5,1.808176101,1.747903564,3.347708898,1.639412998,0,0,0,0,4.234634449,49.26744701
